ELASTICSEARCH_ID,ADDRESS_PARTS0NAME,ADDRESS_PARTS0STREET,PARENT0COUNTRY,PARENT0COUNTRY_ID,PARENT0COUNTRY_A,PARENT0MACROREGION,PARENT0MACROREGION_ID,PARENT0REGION,PARENT0REGION_ID,PARENT0LOCALADMIN,PARENT0LOCALADMIN_ID,PARENT0LOCALITY,PARENT0LOCALITY_ID,ADDENDUM0IDERIOJA0ID,ADDENDUM0IDERIOJA0LENGUA,ADDENDUM0IDERIOJA0ESTADO,ADDENDUM0IDERIOJA0NOMBRE_ACTU,NAME0DEFAULT,NAME0ES,PHRASE0DEFAULT,PHRASE0ES,CENTER_POINT0LAT,CENTER_POINT0LON,LAYER,SOURCE
iderioja:street:calrj/0341726002000101--00035,Gonzalo de Berceo,Calle Gonzalo de Berceo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00035,spa,Oficial,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,42.44434,-2.29222,street,calrj
iderioja:street:calrj/0341726002000101--00036,Río Cidacos,Avenida Río Cidacos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00036,spa,Oficial,Avenida Río Cidacos,Avenida Río Cidacos,Avenida Río Cidacos,Avenida Río Cidacos,Avenida Río Cidacos,42.42259,-2.26339,street,calrj
iderioja:street:calrj/0341726002000101--00037,Donantes de Sangre,Calle Donantes de Sangre,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00037,spa,Oficial,Calle Donantes de Sangre,Calle Donantes de Sangre,Calle Donantes de Sangre,Calle Donantes de Sangre,Calle Donantes de Sangre,42.44503,-2.2918,street,calrj
iderioja:street:calrj/0341726002000101--00038,San Roque,Calle San Roque,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00038,spa,Oficial,Calle San Roque,Calle San Roque,Calle San Roque,Calle San Roque,Calle San Roque,42.44572,-2.2934,street,calrj
iderioja:street:calrj/0341726002000101--00039,Rafael Alberti,Calle Rafael Alberti,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00039,spa,Oficial,Calle Rafael Alberti,Calle Rafael Alberti,Calle Rafael Alberti,Calle Rafael Alberti,Calle Rafael Alberti,42.44355,-2.28948,street,calrj
iderioja:street:calrj/0341726002000101--00040,César Sierra,Calle César Sierra,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00040,spa,Oficial,Calle César Sierra,Calle César Sierra,Calle César Sierra,Calle César Sierra,Calle César Sierra,42.44404,-2.2891,street,calrj
iderioja:street:calrj/0341726002000101--00041,Labradores,Calle Labradores,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00041,spa,Oficial,Calle Labradores,Calle Labradores,Calle Labradores,Calle Labradores,Calle Labradores,42.44616,-2.29349,street,calrj
iderioja:street:calrj/0341726002000101--00042,Lope de Porres,Calle Lope de Porres,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00042,spa,Oficial,Calle Lope de Porres,Calle Lope de Porres,Calle Lope de Porres,Calle Lope de Porres,Calle Lope de Porres,42.44319,-2.29411,street,calrj
iderioja:street:calrj/0341726002000101--00043,Ernestina Negueruela,Calle Ernestina Negueruela,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00043,spa,Oficial,Calle Ernestina Negueruela,Calle Ernestina Negueruela,Calle Ernestina Negueruela,Calle Ernestina Negueruela,Calle Ernestina Negueruela,42.4427,-2.29537,street,calrj
iderioja:street:calrj/0341726002000101--00044,Río Najerilla,Avenida Río Najerilla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00044,spa,Oficial,Avenida Río Najerilla,Avenida Río Najerilla,Avenida Río Najerilla,Avenida Río Najerilla,Avenida Río Najerilla,42.43418,-2.28086,street,calrj
iderioja:street:calrj/0341726002000101--00045,del Río Iregua,Calle del Río Iregua,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00045,spa,Oficial,Calle del Río Iregua,Calle del Río Iregua,Calle del Río Iregua,Calle del Río Iregua,Calle del Río Iregua,42.42939,-2.27063,street,calrj
iderioja:street:calrj/0341726002000101--00046,Santolayas,Camino Santolayas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00046,spa,Oficial,Camino Santolayas,Camino Santolayas,Camino Santolayas,Camino Santolayas,Camino Santolayas,42.4432,-2.29594,street,calrj
iderioja:street:calrj/0341726002000101--00047,Murillo,Carretera Murillo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00047,spa,Oficial,Carretera Murillo,Carretera Murillo,Carretera Murillo,Carretera Murillo,Carretera Murillo,42.44169,-2.30181,street,calrj
iderioja:street:calrj/0341726002000101--00048,Aguazal,Camino Aguazal,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00048,spa,Oficial,Camino Aguazal,Camino Aguazal,Camino Aguazal,Camino Aguazal,Camino Aguazal,42.44884,-2.29093,street,calrj
iderioja:street:calrj/0341726002000101--00049,Tomás de la Cruz,Calle Tomás de la Cruz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00049,spa,Oficial,Calle Tomás de la Cruz,Calle Tomás de la Cruz,Calle Tomás de la Cruz,Calle Tomás de la Cruz,Calle Tomás de la Cruz,42.44741,-2.29079,street,calrj
iderioja:street:calrj/0341726002000101--00050,Río Grande,Senda Río Grande,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00050,spa,Oficial,Senda Río Grande,Senda Río Grande,Senda Río Grande,Senda Río Grande,Senda Río Grande,42.44683,-2.29151,street,calrj
iderioja:street:calrj/0341726002000101--00051,San Martín de Berberana,Lugar San Martín de Berberana,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00051,spa,Oficial,Lugar San Martín de Berberana,Lugar San Martín de Berberana,Lugar San Martín de Berberana,Lugar San Martín de Berberana,Lugar San Martín de Berberana,42.42322,-2.22967,street,calrj
iderioja:street:calrj/0341726002000101--00052,Atalayuela,Barrio Atalayuela,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00052,spa,Oficial,Barrio Atalayuela,Barrio Atalayuela,Barrio Atalayuela,Barrio Atalayuela,Barrio Atalayuela,42.44032,-2.29513,street,calrj
iderioja:street:calrj/0341726002000201--00001,Sin nombre,No definido Sin nombre,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Recajo,03417260020002,0341726002000201--00001,spa,Oficial,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,42.44909,-2.34357,street,calrj
iderioja:street:calrj/0341726002000201--00002,Villafría,Plaza Villafría,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Recajo,03417260020002,0341726002000201--00002,spa,Oficial,Plaza Villafría,Plaza Villafría,Plaza Villafría,Plaza Villafría,Plaza Villafría,42.44909,-2.34357,street,calrj
iderioja:street:calrj/0341726002000201--00003,Ablitas,Calle Ablitas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Recajo,03417260020002,0341726002000201--00003,spa,Oficial,Calle Ablitas,Calle Ablitas,Calle Ablitas,Calle Ablitas,Calle Ablitas,42.44932,-2.34268,street,calrj
iderioja:street:calrj/0341726002000201--00004,Tejería,Camino Tejería,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Recajo,03417260020002,0341726002000201--00004,spa,Oficial,Camino Tejería,Camino Tejería,Camino Tejería,Camino Tejería,Camino Tejería,42.44816,-2.3416,street,calrj
iderioja:street:calrj/0341726002000201--00005,Zaragoza,Carretera Zaragoza,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Recajo,03417260020002,0341726002000201--00005,spa,Oficial,Carretera Zaragoza,Carretera Zaragoza,Carretera Zaragoza,Carretera Zaragoza,Carretera Zaragoza,42.44937,-2.33713,street,calrj
iderioja:street:calrj/0341726002000201--00006,Base Militar Héroes del Revellín,Lugar Base Militar Héroes del Revellín,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Recajo,03417260020002,0341726002000201--00006,spa,Oficial,Lugar Base Militar Héroes del Revellín,Lugar Base Militar Héroes del Revellín,Lugar Base Militar Héroes del Revellín,Lugar Base Militar Héroes del Revellín,Lugar Base Militar Héroes del Revellín,42.45064,-2.33609,street,calrj
iderioja:street:calrj/0341726003000101--00001,Soria,Carretera Soria,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00001,spa,Oficial,Carretera Soria,Carretera Soria,Carretera Soria,Carretera Soria,Carretera Soria,41.96242,-1.9982,street,calrj
iderioja:street:calrj/0341726003000101--00002,Eras,Calle Eras,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00002,spa,Oficial,Calle Eras,Calle Eras,Calle Eras,Calle Eras,Calle Eras,41.96056,-1.99224,street,calrj
iderioja:street:calrj/0341726003000101--00003,Navajún,Camino Navajún,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00003,spa,Oficial,Camino Navajún,Camino Navajún,Camino Navajún,Camino Navajún,Camino Navajún,41.96332,-1.99442,street,calrj
iderioja:street:calrj/0341726003000101--00004,Virgen Valvanera,Travesía Virgen Valvanera,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00004,spa,Oficial,Travesía Virgen Valvanera,Travesía Virgen Valvanera,Travesía Virgen Valvanera,Travesía Virgen Valvanera,Travesía Virgen Valvanera,41.96044,-1.99305,street,calrj
iderioja:street:calrj/0341726003000101--00005,Virgen de Valvanera,Calle Virgen de Valvanera,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00005,spa,Oficial,Calle Virgen de Valvanera,Calle Virgen de Valvanera,Calle Virgen de Valvanera,Calle Virgen de Valvanera,Calle Virgen de Valvanera,41.96113,-1.99369,street,calrj
iderioja:street:calrj/0341726003000101--00006,Gonzalo de Berceo,Calle Gonzalo de Berceo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00006,spa,Oficial,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,41.9615,-1.994,street,calrj
iderioja:street:calrj/0341726003000101--00007,la Iglesia,Calle la Iglesia,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00007,spa,Oficial,Calle la Iglesia,Calle la Iglesia,Calle la Iglesia,Calle la Iglesia,Calle la Iglesia,41.96169,-1.99397,street,calrj
iderioja:street:calrj/0341726003000101--00008,La Rioja,Calle La Rioja,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00008,spa,Oficial,Calle La Rioja,Calle La Rioja,Calle La Rioja,Calle La Rioja,Calle La Rioja,41.96212,-1.99338,street,calrj
iderioja:street:calrj/0341726003000101--00009,Puerta Palillos,Calle Puerta Palillos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00009,spa,Oficial,Calle Puerta Palillos,Calle Puerta Palillos,Calle Puerta Palillos,Calle Puerta Palillos,Calle Puerta Palillos,41.9614,-1.99335,street,calrj
iderioja:street:calrj/0341726003000101--00010,Villarijo,Camino Villarijo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00010,spa,Oficial,Camino Villarijo,Camino Villarijo,Camino Villarijo,Camino Villarijo,Camino Villarijo,41.96313,-1.9927,street,calrj
iderioja:street:calrj/0341726003000101--00011,Carlos Moreno,Calle Carlos Moreno,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00011,spa,Oficial,Calle Carlos Moreno,Calle Carlos Moreno,Calle Carlos Moreno,Calle Carlos Moreno,Calle Carlos Moreno,41.96192,-1.99301,street,calrj
iderioja:street:calrj/0341726003000101--00012,Alfonso Benito,Trasera Alfonso Benito,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00012,spa,Oficial,Trasera Alfonso Benito,Trasera Alfonso Benito,Trasera Alfonso Benito,Trasera Alfonso Benito,Trasera Alfonso Benito,41.96033,-1.99278,street,calrj
iderioja:street:calrj/0341726003000101--00013,Alfonso Benito,Calle Alfonso Benito,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00013,spa,Oficial,Calle Alfonso Benito,Calle Alfonso Benito,Calle Alfonso Benito,Calle Alfonso Benito,Calle Alfonso Benito,41.96173,-1.99345,street,calrj
iderioja:street:calrj/0341726003000101--00014,Subida Iglesia,Calle Subida Iglesia,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00014,spa,Oficial,Calle Subida Iglesia,Calle Subida Iglesia,Calle Subida Iglesia,Calle Subida Iglesia,Calle Subida Iglesia,41.9619,-1.99467,street,calrj
iderioja:street:calrj/0341726003000101--00015,Escuelas,Calle Escuelas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00015,spa,Oficial,Calle Escuelas,Calle Escuelas,Calle Escuelas,Calle Escuelas,Calle Escuelas,41.96186,-1.99312,street,calrj
iderioja:street:calrj/0341726003000101--00016,San Isidro,Calle San Isidro,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00016,spa,Oficial,Calle San Isidro,Calle San Isidro,Calle San Isidro,Calle San Isidro,Calle San Isidro,41.96198,-1.99252,street,calrj
iderioja:street:calrj/0341726003000101--00017,Pajares,Callejón Pajares,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00017,spa,Oficial,Callejón Pajares,Callejón Pajares,Callejón Pajares,Callejón Pajares,Callejón Pajares,41.96153,-1.99236,street,calrj
iderioja:street:calrj/0341726003000101--00018,Villarijo,Calle Villarijo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00018,spa,Oficial,Calle Villarijo,Calle Villarijo,Calle Villarijo,Calle Villarijo,Calle Villarijo,41.96358,-1.99294,street,calrj
iderioja:street:calrj/0341726003000101--00019,Pajares,Calle Pajares,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00019,spa,Oficial,Calle Pajares,Calle Pajares,Calle Pajares,Calle Pajares,Calle Pajares,41.96119,-1.99216,street,calrj
iderioja:street:calrj/0341726003000101--00020,Pontarrón,Calle Pontarrón,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00020,spa,Oficial,Calle Pontarrón,Calle Pontarrón,Calle Pontarrón,Calle Pontarrón,Calle Pontarrón,41.96191,-1.99486,street,calrj
iderioja:street:calrj/0341726003000101--00021,Viejo San Felices,Camino Viejo San Felices,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00021,spa,Oficial,Camino Viejo San Felices,Camino Viejo San Felices,Camino Viejo San Felices,Camino Viejo San Felices,Camino Viejo San Felices,41.96134,-1.99659,street,calrj
iderioja:street:calrj/0341726003000101--00022,Sin nombre,No definido Sin nombre,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00022,spa,Oficial,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,41.96146,-1.99338,street,calrj
iderioja:street:calrj/0341726003000101--00023,Doctor Castroviejo,Calle Doctor Castroviejo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00023,spa,Oficial,Calle Doctor Castroviejo,Calle Doctor Castroviejo,Calle Doctor Castroviejo,Calle Doctor Castroviejo,Calle Doctor Castroviejo,41.96122,-1.99281,street,calrj
iderioja:street:calrj/0341726003000101--00024,Barranco,Camino Barranco,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00024,spa,Oficial,Camino Barranco,Camino Barranco,Camino Barranco,Camino Barranco,Camino Barranco,41.96129,-1.99652,street,calrj
iderioja:street:calrj/0341726003000101--00025,Doctor Castroviejo,Travesía Doctor Castroviejo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00025,spa,Oficial,Travesía Doctor Castroviejo,Travesía Doctor Castroviejo,Travesía Doctor Castroviejo,Travesía Doctor Castroviejo,Travesía Doctor Castroviejo,41.96091,-1.99258,street,calrj
iderioja:street:calrj/0341726003000101--00026,Cañamona,Calle Cañamona,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00026,spa,Oficial,Calle Cañamona,Calle Cañamona,Calle Cañamona,Calle Cañamona,Calle Cañamona,41.96232,-1.99667,street,calrj
iderioja:street:calrj/0341726003000101--00027,Puerta Palillos,Travesía Puerta Palillos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00027,spa,Oficial,Travesía Puerta Palillos,Travesía Puerta Palillos,Travesía Puerta Palillos,Travesía Puerta Palillos,Travesía Puerta Palillos,41.96098,-1.99314,street,calrj
iderioja:street:calrj/0341726003000101--00028,Pajares,Trasera Pajares,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00028,spa,Oficial,Trasera Pajares,Trasera Pajares,Trasera Pajares,Trasera Pajares,Trasera Pajares,41.96143,-1.99204,street,calrj
iderioja:street:calrj/0341726003000101--00029,Contrebia Leukade,Calle Contrebia Leukade,España,034,ESP,La Rioja,03417,La Rioja,0341726,Aguilar del Río Alhama,0341726003,Aguilar del Río Alhama,03417260030001,0341726003000101--00029,spa,Oficial,Calle Contrebia Leukade,Calle Contrebia Leukade,Calle Contrebia Leukade,Calle Contrebia Leukade,Calle Contrebia Leukade,41.96255,-1.99251,street,calrj
